timestamp,patient_id,channel_1,channel_2,channel_3,channel_4,delta,theta,alpha,beta,gamma
25:45.8,patient_2,0.9384821582141546,0.8041655649838841,0.08496629,0.35248104694335114,0.018081092205685434,0.7812906474056922,0.6040049977395001,0.69316936,0.5838582673080154
25:46.8,patient_3,0.6617777324716385,0.8664231835397002,0.43624602635715737,0.126110142,0.40032986841075824,0.019401245618215435,0.8713335923402825,0.8013715354636367,0.3714633393344715
25:47.8,patient_4,0.076803048,0.059617325,0.6583074395060619,0.12985701341788103,0.5498769211562105,0.3270067684961021,0.9989046997630767,0.397634986,0.4489117225927901
25:48.8,patient_5,0.35466620498508283,0.6920505530397448,0.43771682493354136,0.6761957463565392,0.6195825928270868,0.6279587353429078,0.6077627687434245,0.33631272750495556,0.5371693216040289
25:49.8,patient_6,0.5506633794408515,0.13998737672176287,0.2767541319513086,0.8586001069824982,0.6634903451287101,0.2751902117734757,0.40470587432917016,0.23448400678316994,0.20353552248180484
25:50.8,patient_7,0.4032077561332522,0.415818568,0.5581711838904407,0.962732584,0.836291313,0.9095866950537773,0.2252071002162016,0.48064802831240894,0.1557516228655298
25:51.8,patient_8,0.8336440104751723,0.5485884150546885,0.34700233541219994,0.6283471175494444,0.21546290727573003,0.6338894618324419,0.25709608939511175,0.5518287335341685,0.8804219028736048
25:52.8,patient_9,0.8146710047099892,0.40273948474683074,0.9328676901266331,0.18410132336095697,0.12048182243846794,0.071906717,0.4794549781497657,0.6317748436527554,0.43372370283142103
25:53.8,patient_10,0.6118310201032214,0.5196116758030075,0.9226451396035721,0.1056503454489307,0.8515371718979257,0.909005589,0.36727770128070925,0.2571185039986945,0.41209360963253916
25:54.8,patient_1,0.37345794513270525,0.9965263087986191,0.5023718199720955,0.8128509715367578,0.1566128148926499,0.9577666581762225,0.9138145226249442,0.9486540809029906,0.03561215
25:55.8,patient_2,0.25533637376324414,0.13521731371285473,0.3278839940182585,0.5787564763599993,0.9747600813361953,0.077712418,0.36829546765570953,0.16975849820713584,0.4979763025873932
25:56.8,patient_3,0.10587431821312931,0.6754560453364256,0.7371324139566391,0.6182850210137198,0.842538229,0.5323602348613149,0.3734445911454355,0.9656531747664123,0.5541697216110001
25:57.8,patient_4,0.35489768348655404,0.3960009663856152,0.036712943,0.7814620887547092,0.5008766058895991,0.30336428221417044,0.38353451243397696,0.014856122507503788,0.5588408709546665
25:58.8,patient_5,0.4131725172077195,0.13300979890732878,0.47476900604365124,0.7032772277324516,0.9814214249220252,0.39283907648140237,0.8366202103676581,0.4811256918168456,0.7070311693228843
25:59.8,patient_6,0.6758229251040736,0.15873676337430953,0.33632339427033353,0.8344582528560966,0.097376729,0.1796512179553419,0.6507883208469019,0.3333678381165628,0.17748183499101178
26:00.8,patient_7,0.6581598242975735,0.9492731062456169,0.9205358851025547,0.056213905,0.30306576117510164,0.5780721020124125,0.6141688503188927,0.4491234139302508,0.2522231342306188
26:01.8,patient_8,0.07010814,0.879601497,0.012003027272682543,0.7475206367465048,0.6382244150406114,0.9579793532488906,0.3341430223838622,0.570664579,0.8107304652304127
26:02.8,patient_9,0.3952593154311578,0.9070419604150218,0.5528148757183491,0.8508527573220954,0.35000686847317874,0.5030726,0.8179041768324394,0.43558915801270903,0.947170617
26:03.8,patient_10,0.18177886721736192,0.9915327758273865,0.740663581,0.28613504245831434,0.9283725519807918,0.082914581,0.038363861355701134,0.41484685030159496,0.13593274736732064
26:04.8,patient_1,0.1568127053168057,0.20831539000851795,0.48501798752404124,0.6404472739932529,0.065626088,0.6200013334774084,0.8707971723381132,0.7327234154133065,0.4976495545052182
26:05.8,patient_2,0.8273021497372459,0.35543933736406175,0.08540303,0.3141620638369721,0.5494118320609646,0.34022299445125703,0.5127498997939296,0.6858762750864646,0.21417625273958685
26:06.8,patient_3,0.041915217,0.6692190299248667,0.9724613900279022,0.957971066,0.5908662673951145,0.8559251895912978,0.3982502348634128,0.8332712820358479,0.060073168
26:07.8,patient_4,0.41918287590212133,0.48380253986064725,0.5180104313760979,0.033423572,0.6527281237772241,0.4346781483164702,0.4971672807176857,0.24995898123949556,0.3255033381261354
26:08.8,patient_5,0.1682036557665182,0.4183895333783335,0.6141862443190114,0.579792844,0.25566622333181444,0.1928396089422456,0.6674155305338311,0.6095285097540636,0.14368762518421274
26:09.8,patient_6,0.879330216,0.35781124933559305,0.23660978270750732,0.1665035470495151,0.36456642751986446,0.19110562269114495,0.012765427,0.5851947853928539,0.7099330734342463
26:10.8,patient_7,0.5570405132750351,0.5937806319434522,0.4834980851068038,0.7122202051771587,0.8436805296649776,0.7687641807211604,0.8715518564582477,0.36973781087268875,0.5337254136714444
26:11.8,patient_8,0.23138063637684803,0.575593429,0.42914949195832186,0.17589028341866209,0.19494276897015983,0.2655875983073599,0.4467395253113928,0.4860575419026809,0.14383447099031088
26:12.8,patient_9,0.5024272871663764,0.16145783406424008,0.074895842,0.23538326189835757,0.826867847,0.767233394,0.3429665197000782,0.31378214330572873,0.009241588
26:13.8,patient_10,0.7314863597031158,0.47173983751843906,0.10616035354746722,0.4943708110457581,0.5626554229027424,0.20588731076659939,0.1382455656340571,0.1418443976169852,0.8081570490242127
26:14.8,patient_1,0.9581180089194338,0.5534717762098499,0.8374725196187746,0.9148349499968781,0.7621875111940821,0.3216863687013094,0.43946537435844213,0.21380121066273283,0.17619440616424753
26:15.8,patient_2,0.22044600424541894,0.5702869387313905,0.23981995220659025,0.21171437214797084,0.7136073662634715,0.4654869724396994,0.49632277128437885,0.10551364640120109,0.606216642
26:16.8,patient_3,0.8861817721293451,0.2101071929123518,0.19495827149863054,0.14424002111810352,0.207511495,0.9431958496934507,0.4036466944934778,0.6830695751901241,0.33692191307674557
26:17.8,patient_4,0.9343041141674903,0.7422713922522868,0.5049114512501393,0.7589768318540306,0.5688127364338729,0.9317314247538246,0.6786600938268971,0.6607273931091515,0.5854859383150356
26:18.8,patient_5,0.9164205445320662,0.025199094821069634,0.7687471313625129,0.500619532,0.8677231528050924,0.2068718754222878,0.420896529,0.9506063715798728,0.315653627
26:19.8,patient_6,0.6354143568619098,0.35483185554316266,0.061946519,0.9117851123817714,0.43211623680192934,0.3582190412430728,0.9614175778465733,0.7296784136472413,0.086939561
26:20.8,patient_7,0.6298206544347077,0.7802126485356335,0.5768079196382558,0.14661455715984228,0.9665907702233167,0.14939938845377232,0.5992775178235918,0.052045838756131446,0.2229500085577536
26:21.8,patient_8,0.4032106331838228,0.5638929210554023,0.11921044284057336,0.6459278930230393,0.45221510010171806,0.5099850793134971,0.807477936,0.8842451739289542,0.1880585664790756
26:22.8,patient_9,0.7523978823037879,0.26116243251086024,0.036461051,0.23287914615181504,0.14278563666788469,0.4605825506946666,0.10935590310947885,0.8626751629457258,0.42801935243964384
26:23.8,patient_10,0.5312940183509319,0.6949531193430477,0.052743952,0.1567604286516393,0.38943468007767323,0.9007601624507324,0.3972912929459057,0.4433203207726987,0.6582837834261573
26:24.8,patient_1,0.6774380712282945,0.5673909441560734,0.8341641082084413,0.6834294151572705,0.9517024063905372,0.9300053777910726,0.3368477014471527,0.5858630505279215,0.26380607494635755
26:25.8,patient_2,0.42845790384879545,0.7962436094563872,0.11797248362806156,0.5936846199087332,0.31972084933985423,0.3835673910072921,0.5694823881365918,0.9760783324725189,0.012069935300617951
26:26.8,patient_3,0.7314964640431391,0.7350251861898234,0.045151364,0.7548274583623312,0.8680981598670628,0.49173794301898943,0.8611135200614256,0.5323043638481663,0.5189373642647569
26:27.8,patient_4,0.8244715176045491,0.6101079220362347,0.4378998871429123,0.30946257644618236,0.8812506816818898,0.8962362491461331,0.078338218,0.9053218283760898,0.6057594893589721
26:28.8,patient_5,0.14643625660281612,0.488177675,0.8439934719420248,0.44797165638218994,0.35018652433196107,0.8067078077450615,0.072574798,0.083038758,0.9628704940018097
26:29.8,patient_6,0.832929716,0.1331821256675234,0.26240837648930193,0.4054716763304185,0.083257658,0.003656311,0.8503177081575989,0.19105186870868285,0.5894708030932468
26:30.8,patient_7,0.5402965317903072,0.26133301788538377,0.4217126175259164,0.9840894639665142,0.7245579091588182,0.3200595641835825,0.21285008603835742,0.4407549434413178,0.47117255937814184
26:31.8,patient_8,0.8446659090902243,0.41909947291708527,0.039922533,0.2922489567393879,0.311512299,0.4217742419361259,0.6687532544498137,0.5847568083373047,0.5734016258977038
26:32.8,patient_9,0.4313017063410146,0.5992992870063887,0.4490785141348759,0.2948172383467669,0.7829236142575724,0.22971628368323171,0.5428781323608052,0.8162278518628002,0.92790063
26:33.8,patient_10,0.37904048538303503,0.5137078552153048,0.5776130806371337,0.3545482088286074,0.4426548482604331,0.19957161589593875,0.8328935948872295,0.9882621151431868,0.8283781456016462
26:34.8,patient_1,0.9150607325172224,0.2881845259595295,0.5709070537521448,0.5645940812903215,0.48526674234262157,0.037784507,0.12508890983640353,0.38885149647411643,0.322978733
26:35.8,patient_2,0.2511692675484013,0.006464358,0.33242669217436516,0.25232274426374524,0.7779094067485368,0.6433697250697605,0.12978296572261128,0.047415636,0.23725436365713726
26:36.8,patient_3,0.8442123252861431,0.49623922190081393,0.3155331806631355,0.9152899403792739,0.3823633310616279,0.26251029048316565,0.5568183602783076,0.8011715032953248,0.26263361236607363
26:37.8,patient_4,0.4840205725094041,0.2856259885622431,0.10662361893659789,0.2656855648662635,0.44312734532291453,0.052347178,0.9463786533583709,0.6043807190828081,0.50442104
26:38.8,patient_5,0.5140954425512597,0.7346083007105351,0.3667983206462684,0.8958157315601947,0.37619046876962214,0.23097931052806364,0.41499775837075425,0.19854285886820167,0.7440494512285778
26:39.8,patient_6,0.308468281,0.023946265,0.099494669,0.10347506364658465,0.36734051527727996,0.8019139528361265,0.32694210025469495,0.49482845662142017,0.5032192071829621
26:40.8,patient_7,0.5730422006190157,0.5848278113057909,0.7665959447120516,0.6565627023996523,0.5259465769014594,0.8514891816465466,0.6066893231978858,0.7423102455337244,0.067796396
26:41.8,patient_8,0.3252111962762113,0.9414742375060654,0.9662742977481859,0.9069855184382437,0.8087994445011507,0.48306624519330266,0.9304486005450311,0.7704117870686438,0.7235807004399809
26:42.8,patient_9,0.039269414,0.1744092671114995,0.9700744566667069,0.16874943839822953,0.36176831192256587,0.41607067040868617,0.8369278328446237,0.499618412,0.8059701286709539
26:43.8,patient_10,0.27199860534435605,0.47164949075059537,0.8650710993753938,0.96832696,0.5242547205377367,0.9778536935017818,0.9954836107332199,0.30521453012885913,0.28949786511971964
26:44.8,patient_1,0.006379043,0.091421992,0.6007921493396191,0.4528833604155117,0.6707273254426008,0.2005646595880699,0.022568583,0.9737425820384935,0.6641257392833504
26:45.8,patient_2,0.9783547870568566,0.6256819122613526,0.7008656972438799,0.9457151084410245,0.269439446,0.21535928285460848,0.11285814471276223,0.6633626109564928,0.4265919010543934
26:46.8,patient_3,0.9657472098197475,0.5505316805962256,0.28520580268041407,0.676820044,0.27752280490239256,0.29186717703639975,0.609467763,0.4082375193462987,0.8891193557274428
26:47.8,patient_4,0.39515529747230504,0.40736552421283234,0.6307704201726206,0.30158686987355154,0.9334131270234548,0.1727573182810873,0.8205764393338497,0.2804632242046524,0.8452255581607399
26:48.8,patient_5,0.728370854,0.5213770214737412,0.45564954943987745,0.18830252491710642,0.7235345733310886,0.3793655982041866,0.28524434230676654,0.7311029830035621,0.5254319983096423
26:49.8,patient_6,0.345806098,0.8965746584690102,0.4820173397769325,0.3037350462250994,0.5771866762233089,0.9108342269897538,0.23921108803421876,0.2421834455937677,0.6915055458135945
26:50.8,patient_7,0.671093157,0.19629430231106704,0.75777656,0.093017409,0.647720054,0.6153478406285743,0.7869757993812009,0.17170998897368817,0.883349701
26:51.8,patient_8,0.8054300430459791,0.022564511705347234,0.28191835559725165,0.14386796634332977,0.029299443103418366,0.41194654861226365,0.056381854,0.5298338889620703,0.4957170100782755
26:52.8,patient_9,0.9467562446922407,0.861664885,0.3180396116945199,0.10466044034648114,0.6181029655616969,0.9344107945712148,0.3693826475825851,0.28998739264414186,0.31325074048882195
26:53.8,patient_10,0.400212276,0.5771170823879065,0.9246417911286366,0.42294354374155774,0.5095088732242019,0.048464232,0.5058092225923297,0.628905145,0.7536661379095813
26:54.8,patient_1,0.7832979829560477,0.8906584554618424,0.056224294850972245,0.7955783762575864,0.5457496797794357,0.21027617790186137,0.5603486743503234,0.11793867487423348,0.22006625478469177
26:55.8,patient_2,0.2659284506321188,0.5969452234131726,0.4856342984133404,0.1413835542163402,0.3594238268308171,0.565888605,0.7286151567927769,0.6549411045673216,0.38853114800604205
26:56.8,patient_3,0.9903323037936483,0.8101610899597025,0.9128008004078617,0.13032043317233588,0.081473898,0.6155526231931792,0.35484572343065823,0.2832965279977022,0.8657272371067937
26:57.8,patient_4,0.025769598764351143,0.42967336335514794,0.610363008,0.6434289495173308,0.19333923361205219,0.039557507,0.6126843446746072,0.000242934,0.7244223402693151
26:58.8,patient_5,0.603528807,0.7498599312882688,0.5464070742121321,0.19718298196806627,0.9507447132126717,0.4030387579071322,0.5853754227909563,0.12693605767417637,0.40381100524749924
26:59.8,patient_6,0.6595059816513271,0.913041467,0.2497441792293552,0.097610038,0.40869956227093396,0.6491539648308727,0.5476161006537471,0.9336153778350941,0.2147445024083574
27:00.8,patient_7,0.6880455570741288,0.5721229637222063,0.34327548906444827,0.16684857820557764,0.46668315583086417,0.6980705464034016,0.6404832931422122,0.8673546391153578,0.3559683908322365
27:01.8,patient_8,0.12038757878908901,0.18078515056237954,0.8520484158046929,0.9237313958767761,0.05270979,0.6381399025162693,0.2594491710680763,0.23360903203623684,0.284104149
27:02.8,patient_9,0.9385297834731304,0.26879761503019817,0.5592181317684581,0.8214712527761908,0.03756623,0.32056322436092455,0.084648754,0.7783719045454912,0.17608928794385392
27:03.8,patient_10,0.1811832790500828,0.19864457689740578,0.5147421937567799,0.3540645623550941,0.7171814470467577,0.093520124,0.11927167203974343,0.6085715931739742,0.7433329135656567
27:04.8,patient_1,0.6227534032398411,0.24685702759573291,0.099579714,0.6558207673273928,0.5380946641211113,0.4271124464193341,0.22458238265390107,0.9709047114498695,0.2520698868501715
27:05.8,patient_2,0.22267607912308496,0.3064154493510364,0.016028156,0.5372756736680381,0.5087059842162667,0.12875443736805547,0.5001979355227852,0.3736056595340591,0.4541674701677638
27:06.8,patient_3,0.3072164170212709,0.5551337867531885,0.9636851886870491,0.6771242634825639,0.24312453042266868,0.9476236585206671,0.8404427505460201,0.6814606125171713,0.38585944683610907
27:07.8,patient_4,0.5464585417281244,0.5879916294638328,0.37698616728684164,0.6826711524627593,0.7447507316299222,0.47517086602262826,0.7012933420883841,0.063535722,0.9820773786356308
27:08.8,patient_5,0.4171934185645765,0.4264997472418611,0.6032130620995043,0.6287340150599929,0.16823657910849188,0.31725917435686757,0.7890406042020471,0.39624734681640594,0.3910922441482205
27:09.8,patient_6,0.1602256009765063,0.6154207798208354,0.079715073,0.2661013685373086,0.18993474366102003,0.7663040711189001,0.3509756239260914,0.9638176611881805,0.079982483
27:10.8,patient_7,0.1709364024208483,0.081574926,0.6831142857230466,0.039006421,0.46071217134827547,0.49794859258226387,0.40465374164855017,0.5389808744501206,0.089825753
27:11.8,patient_8,0.41814478816279965,0.087788237,0.9325667087059609,0.4555667819901088,0.2862798621119409,0.31003402401245006,0.3936818859906128,0.2878795033348446,0.5907537213530648
27:12.8,patient_9,0.7572829782755007,0.17182946035765845,0.5756652529974197,0.8909738846907038,0.24746298123314636,0.8119677423908017,0.19187318440450152,0.12027096312860686,0.5993635517382656
27:13.8,patient_10,0.8979646468477885,0.5180774980403448,0.12611532237541057,0.5694972585185759,0.6452376445533317,0.867152151,0.061216658,0.7035283401815304,0.41875899048265497
27:14.8,patient_1,0.084127662,0.21399467869831357,0.5817215274734767,0.8323910417019079,0.6509717452185445,0.673008166,0.5909160928272268,0.6448560434297268,0.4318436923120297
27:15.8,patient_2,0.39310390755940106,0.28328440349257733,0.7663472131046524,0.9916243429612281,0.8245170697999292,0.046964422407667294,0.9892166834205861,0.3739387136037746,0.053932583
27:16.8,patient_3,0.10024556372287663,0.40031283617299407,0.40641653657401866,0.16361620413827627,0.41770856697297587,0.5663228801665321,0.16682970495026284,0.9509413518658343,0.5165465103892622
27:17.8,patient_4,0.016592480632597884,0.8118661240103798,0.8798377479414679,0.6917776391419823,0.073085091,0.7632949119972816,0.046684819899273755,0.022202812987850318,0.5047394753803517
27:18.8,patient_5,0.6617186826439566,0.013862135912860118,0.6486829533573645,0.6742935737000246,0.2736663849214577,0.13650301208358218,0.779531682,0.3037238516318258,0.14954931855694453
27:19.8,patient_6,0.6024494419665878,0.6493788202366224,0.8992489182892025,0.9799554473582784,0.9800054631968169,0.22867075138460335,0.2525860066847242,0.9210694862995814,0.10383938611092758
27:20.8,patient_7,0.1630191138148862,0.6688765310406853,0.6235053112473372,0.9856007339528003,0.5962585752327021,0.8824951050681364,0.8296438053529284,0.3209354383194404,0.12357249059949049
27:21.8,patient_8,0.2338128330930641,0.7986557803566365,0.13128797200482423,0.6866786117241295,0.7097370848010203,0.020121721853074037,0.7039366670345154,0.2522528338551704,0.10102824649125852
27:22.8,patient_9,0.023707754,0.9327529390603132,0.3096917111051891,0.24361479198219427,0.00735783,0.752727138,0.9456735370508046,0.5342204099312473,0.6097081955367598
27:23.8,patient_10,0.8349472056944037,0.020137848949289827,0.20179494825245692,0.798555838,0.5182057321825209,0.4737732925144229,0.408927236,0.8238017499205379,0.19648265240291862
27:24.8,patient_1,0.9746905960485515,0.15378370551321618,0.9088264977168623,0.1070291342110381,0.037528658,0.44677215883960686,0.6619698394506341,0.10314676087836105,0.25143015218746345
27:25.8,patient_2,0.1354595367946908,0.886171294,0.7604000672874827,0.7806993041716287,0.569230212,0.007096532,0.4648547808132707,0.9430207096457361,0.17357214415143973
27:26.8,patient_3,0.23147521376529812,0.45851856218701537,0.676398369,0.9101961241446964,0.9207708496360754,0.8193982309664928,0.6305886973085435,0.795072881,0.9578353044485031
27:27.8,patient_4,0.868409524,0.5645906389334635,0.3009663196316217,0.38283339476843525,0.9684191305004078,0.35982490063656647,0.44959890600773733,0.18125025555155194,0.8546174631518354
27:28.8,patient_5,0.9264637979561848,0.6630272037231474,0.18404477205021352,0.6306352949830805,0.5405526753889242,0.5407656313005429,0.18863224642407483,0.7120079611981627,0.23049483735152088
27:29.8,patient_6,0.41962738280681033,0.6790666044956374,0.7564510879889118,0.4301427320968263,0.45820480525221596,0.6773006863356594,0.5078974160033809,0.38495872263755715,0.327566294
27:30.8,patient_7,0.050622472269074126,0.9317404033165082,0.47415794587907967,0.43776505498812845,0.945017094,0.7026295764379158,0.5285842014374423,0.4022946780763187,0.20989284230499716
